100000,-101.6087547818949
200000,-101.49445570293315
300000,-109.27454409986731
400000,-108.87733510236444
500000,-91.83103089302791
600000,-99.23766635661734
700000,-99.31198590895764
800000,-94.15590246673973
900000,-99.74917078900936
1000000,-99.2466950543929
1100000,-95.71283642148369
1200000,-91.38806283480714
1300000,-93.6292848500273
1400000,-84.65955810418399
1500000,-94.11370426355003
1600000,-95.95492506237537
1700000,-93.70513115411687
1800000,-87.75325747161739
1900000,-94.31193808935707
2000000,-90.1623702432981
2100000,-95.3624707862518
2200000,-90.1026674857489
2300000,-95.65491534970748
2400000,-91.13992326164107
2500000,-90.34189293617041
2600000,-92.21540935746025
2700000,-85.56128760007567
2800000,-84.9081983890219
2900000,-91.66267060341305
3000000,-87.54851439459779
3100000,-91.55239820805349
3200000,-91.88909424534182
3300000,-91.46861105655564
3400000,-80.47077735814062
3500000,-83.44383574734819
3600000,-87.77948192204548
3700000,-91.02642254824598
3800000,-85.6855970133857
3900000,-85.58318645442866
4000000,-80.60829894576776
4100000,-86.56527178727838
4200000,-83.09006022548805
4300000,-81.3327455206972
4400000,-81.95143695816334
4500000,-83.39520530841126
4600000,-89.74601994939171
4700000,-82.18264723410208
4800000,-86.1335077270335
4900000,-82.37884328156521
5000000,-90.1828231062894
5100000,-83.21683432999133
5200000,-81.82544806699963
5300000,-77.2961685236259
5400000,-75.8523609766819
5500000,-77.80050327739127
5600000,-81.30468997895191
5700000,-78.63183575010346
5800000,-83.33265456771554
5900000,-80.92064052850932
6000000,-78.93725418052031
6100000,-77.8364392435679
6200000,-75.83753260199884
6300000,-82.16667405577728
6400000,-75.38679499508375
6500000,-83.91120011040108
6600000,-80.88786426373272
6700000,-82.61017330304256
6800000,-77.08420827867437
6900000,-77.70172095347826
7000000,-77.68636794274184
7100000,-77.73414798980643
7200000,-81.29135983675306
7300000,-78.42455009961546
7400000,-74.3800453563663
7500000,-81.31997784997222
7600000,-79.22318575359357
7700000,-77.64698091499946
7800000,-80.34219589910471
7900000,-83.7108487190018
8000000,-79.15091466340023
8100000,-83.42398533843098
8200000,-74.06359103057031
8300000,-82.82711580811926
8400000,-78.24189742369643
8500000,-79.23985830380194
8600000,-82.4034698158729
8700000,-80.73375180684819
8800000,-77.12615575813301
8900000,-87.1804288082637
9000000,-73.82105763603263
9100000,-79.54148244741936
9200000,-69.94880765472448
9300000,-79.74722748217046
9400000,-76.89037037163365
9500000,-77.47321371052196
9600000,-71.5815060268379
9700000,-78.26224731743538
9800000,-76.78906904365816
9900000,-81.12817122426027
10000000,-77.61717987554749
